,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
16137,Mehbooba,2008,163 min,3.5,349,drama romance,hindi,after_2000,drama romance hindi after_2000
16138,Tula Shikwin Changlach Dhada,2007,146 min,6.2,13,comedy,marathi,after_2000,comedy marathi after_2000
16139,Dil-Ki-Rani (Sweet-Heart),1947,130 min,7.4,63,comedy romance,hindi,before_1980,comedy romance hindi before_1980
16140,Bilalpur Police Station,2019,,6.4,0,drama,telugu,after_2000,drama telugu after_2000
16141,Karnatakada Aliya,2021,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16142,Koel,1959,,8.1,11,musical,oriya,before_1980,musical oriya before_1980
16143,Durgamati: The Myth,2020,155 min,3.8,4844,horror thriller,hindi,after_2000,horror thriller hindi after_2000
16144,Mayalodu,1993,149 min,7.0,118,comedy drama,telugu,1990_2000,comedy drama telugu 1990_2000
16145,Ek Love Ya,2020,,6.4,0,action,kannada,after_2000,action kannada after_2000
16146,Maryade Ramanna,2011,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16147,Nindu Dampatulu,1971,,6.4,0,drama,telugu,before_1980,drama telugu before_1980
16148,Chhoti Bahu,1971,137 min,6.0,64,drama family,hindi,before_1980,drama family hindi before_1980
16149,Theeyavan,2008,165 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16150,Qasam,1993,,3.7,34,musical romance,urdu,1990_2000,musical romance urdu 1990_2000
16151,Marmaram,1983,113 min,6.8,13,drama romance,malayalam,1980_1990,drama romance malayalam 1980_1990
16152,Panchatanthiram,2002,150 min,8.1,3187,comedy drama,tamil,after_2000,comedy drama tamil after_2000
16153,Balika,2021,,6.4,0,documentary,nepali,after_2000,documentary nepali after_2000
16154,Redzone 2020,2020,,6.4,0,short comedy,urdu,after_2000,short comedy urdu after_2000
16155,Ku Ku,2010,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16156,Mickey Virus,2013,135 min,6.0,2628,comedy thriller,hindi,after_2000,comedy thriller hindi after_2000
16157,Dhuan,1981,152 min,7.2,76,drama,hindi,1980_1990,drama hindi 1980_1990
16158,Vanjari Vav,1977,,6.4,0,drama,gujarati,before_1980,drama gujarati before_1980
16159,Hridoyer Kotha,2006,138 min,7.0,327,drama,bengali,after_2000,drama bengali after_2000
16160,Baisakhi Megh,1981,104 min,7.4,13,drama,bengali,1980_1990,drama bengali 1980_1990
16161,Snip!,2000,,4.9,123,comedy thriller,hindi,after_2000,comedy thriller hindi after_2000
16162,Dil Bechara,2020,101 min,6.6,113190,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16163,Ranga,1982,133 min,6.3,95,action,tamil,1980_1990,action tamil 1980_1990
16164,Only Shri Krishna,2018,96 min,6.4,0,drama family,kannada,after_2000,drama family kannada after_2000
16165,Dangebaaz,2015,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16166,Daku Hindustani,2001,,6.4,0,action,hindi,after_2000,action hindi after_2000
16167,Ardhangi,1955,186 min,8.3,17,drama,telugu,before_1980,drama telugu before_1980
16168,Like A Midnight Dream,2019,37 min,7.1,8,short drama,malayalam,after_2000,short drama malayalam after_2000
16169,Phoolon Ki Sej,1964,148 min,5.7,25,drama romance,hindi,before_1980,drama romance hindi before_1980
16170,Vaanam Kottattum,2020,138 min,6.3,513,drama,tamil,after_2000,drama tamil after_2000
16171,Tilasmi Duniya,1962,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16172,Dukh Sukh,1974,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16173,Swapnakoodu,2003,160 min,6.3,568,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
16174,Maya Mall,2017,,6.4,0,horror,telugu,after_2000,horror telugu after_2000
16175,Jaal,2017,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16176,Durjon,2013,154 min,6.4,0,romance,assamese,after_2000,romance assamese after_2000
16177,Parankimala,1981,,6.3,14,drama,malayalam,1980_1990,drama malayalam 1980_1990
16178,Mana Desam,1949,172 min,6.0,6,drama,telugu,before_1980,drama telugu before_1980
16179,Shaadi Karke Phas Gaya Yaar,2006,152 min,4.0,1062,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16180,Dilruba Tangewali,1987,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
16181,Junga,2018,156 min,5.2,842,action comedy,tamil,after_2000,action comedy tamil after_2000
16182,Radio: Love on Air,2009,105 min,2.9,305,drama musical romance,hindi,after_2000,drama musical romance hindi after_2000
16183,Monica,2011,124 min,5.5,72,biography drama thriller,hindi,after_2000,biography drama thriller hindi after_2000
16184,Krrish 3,2013,152 min,5.2,20957,action adventure sci-fi,tamil,after_2000,action adventure sci-fi tamil after_2000
16185,Badava Rascal,2020,,6.4,0,action,kannada,after_2000,action kannada after_2000
16186,Khel Premacha,2014,,6.4,0,romance,marathi,after_2000,romance marathi after_2000
16187,Family of Thakurganj,2019,127 min,8.5,423,action drama,hindi,after_2000,action drama hindi after_2000
16188,Johar Mehmood in Hong Kong,1971,134 min,6.8,49,comedy,hindi,before_1980,comedy hindi before_1980
16189,Aulea-E-Islam,1979,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16190,Onnorokom Bhalobasha,2013,160 min,6.5,88,romance,bengali,after_2000,romance bengali after_2000
16191,Enemy?,2015,94 min,8.1,19,drama,kashmiri,after_2000,drama kashmiri after_2000
16192,Gandhinagar Rendo Veedhi,1987,132 min,6.4,0,comedy drama,telugu,1980_1990,comedy drama telugu 1980_1990
16193,Do Toofan,1980,,6.4,0,action drama,punjabi,1980_1990,action drama punjabi 1980_1990
16194,Hum Tum Dushman Dushman,2015,114 min,6.1,19,drama war,hindi,after_2000,drama war hindi after_2000
16195,Khashi Katha,2014,132 min,6.9,15,drama,bengali,after_2000,drama bengali after_2000
16196,Kalikkoottukar,2019,145 min,3.5,20,drama romance,malayalam,after_2000,drama romance malayalam after_2000
16197,Anmol,1993,163 min,5.8,124,drama family romance,hindi,1990_2000,drama family romance hindi 1990_2000
16198,Channu de badshah badshah,2017,,6.4,0,short music,urdu,after_2000,short music urdu after_2000
16199,Simhachalam,2003,,4.2,14,action,telugu,after_2000,action telugu after_2000
16200,Shaurya: It Takes Courage to Make Right... Right,2008,149 min,7.3,3923,crime drama thriller,hindi,after_2000,crime drama thriller hindi after_2000
16201,Jab Pyar Kisise Hota Hai,1961,139 min,6.9,120,comedy drama musical,hindi,before_1980,comedy drama musical hindi before_1980
16202,Thalai Nagaram,2006,148 min,5.8,102,family,tamil,after_2000,family tamil after_2000
16203,Kaanayile Madhyapanikal,2019,,7.8,6,short comedy,malayalam,after_2000,short comedy malayalam after_2000
16204,Barsaat,1949,171 min,7.8,569,drama romance musical,hindi,before_1980,drama romance musical hindi before_1980
16205,Royal Mail,1963,,6.4,0,action,hindi,before_1980,action hindi before_1980
16206,Bhaavna,1972,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16207,Cherupp,2020,,6.4,0,short comedy,malayalam,after_2000,short comedy malayalam after_2000
16208,Galatta Kalyanam,1968,159 min,7.4,77,comedy romance,tamil,before_1980,comedy romance tamil before_1980
16209,Swayamvarapandhal,2000,148 min,4.4,52,drama,malayalam,after_2000,drama malayalam after_2000
16210, Traffik,1989,51 min,7.6,27,crime drama,oriya,1980_1990,crime drama oriya 1980_1990
16211,Naa Peru Raja,2020,,6.4,0,romance thriller,telugu,after_2000,romance thriller telugu after_2000
16212,Jai Gangaajal,2016,149 min,5.6,2441,crime drama,hindi,after_2000,crime drama hindi after_2000
16213,Intlo Dayyam Nakemi Bhayam,2016,,4.7,69,comedy horror,telugu,after_2000,comedy horror telugu after_2000
16214,Maal,2019,53 min,6.4,0,action drama thriller,sanskrit,after_2000,action drama thriller sanskrit after_2000
16215,Ami Shey O Sakha,1997,140 min,6.8,13,drama romance,bengali,1990_2000,drama romance bengali 1990_2000
16216,Sapne Saajan Ke,1992,162 min,3.3,138,drama romance,hindi,1990_2000,drama romance hindi 1990_2000
16217,Haunted Evil Dead,2020,98 min,6.4,0,horror,hindi,after_2000,horror hindi after_2000
16218,Chaand Kaa Tukdaa,1994,155 min,3.6,434,action comedy crime,hindi,1990_2000,action comedy crime hindi 1990_2000
16219,Konnappookkalum Mampazhavum,2020,,9.2,5,drama,malayalam,after_2000,drama malayalam after_2000
16220,Nairantharyam,2006,,6.4,0,short history,malayalam,after_2000,short history malayalam after_2000
16221,Songadya,1970,142 min,8.1,18,drama,marathi,before_1980,drama marathi before_1980
16222,Paise Ke Peechhey,1986,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
16223,Aladin,2009,132 min,4.6,2820,action adventure fantasy,hindi,after_2000,action adventure fantasy hindi after_2000
16224,21 Months of Hell,2017,78 min,8.8,8,documentary,malayalam,after_2000,documentary malayalam after_2000
16225,Kittu Unnadu Jagratha,2017,143 min,5.9,127,comedy,telugu,after_2000,comedy telugu after_2000
16226,Sedin Basante,2017,125 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16227,Siran Naal Sardarian,1971,,6.4,0,drama,punjabi,before_1980,drama punjabi before_1980
16228,Kabhi Kranti Kabhi Jung,2004,,6.4,0,action,hindi,after_2000,action hindi after_2000
16229,Puzhikkadakan,2019,123 min,5.7,40,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
16230,Prananiki Pranam,1990,130 min,8.2,76,action drama family,telugu,1990_2000,action drama family telugu 1990_2000
16231,Parindey 2,2021,,6.4,0,drama,punjabi,after_2000,drama punjabi after_2000
16232,Mulzim,1963,120 min,6.4,0,crime drama,hindi,before_1980,crime drama hindi before_1980
16233,Pukar,1983,161 min,5.9,313,action drama musical,hindi,1980_1990,action drama musical hindi 1980_1990
16234,Hawa Bodol,2013,136 min,6.5,919,comedy,bengali,after_2000,comedy bengali after_2000
16235,Rakta Palash,1962,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16236,Janani,1977,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16237,The Change - Let's make it happen,2020,10 min,6.4,0,documentary short,malayalam,after_2000,documentary short malayalam after_2000
16238,Student Number 1,2003,126 min,6.4,0,action drama,tamil,after_2000,action drama tamil after_2000
16239,Gorintaku,1979,,7.7,11,drama,telugu,before_1980,drama telugu before_1980
16240,Prithipal Singh,2015,,6.4,0,biography,hindi,after_2000,biography hindi after_2000
16241,Prema Geema Jane Do,2016,119 min,7.7,30,comedy drama romance,kannada,after_2000,comedy drama romance kannada after_2000
16242,Ishk Actually,2013,103 min,2.6,142,romance,hindi,after_2000,romance hindi after_2000
16243,Door Waadiyon Mein Kahin,1980,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
16244,Swarna Mahal,1982,100 min,6.4,0,drama,bengali,1980_1990,drama bengali 1980_1990
16245,Article 370,2020,16 min,6.4,0,short drama romance,urdu,after_2000,short drama romance urdu after_2000
16246,Jayantabhai Ki Luv Story,2013,130 min,5.3,1255,action comedy romance,hindi,after_2000,action comedy romance hindi after_2000
16247,Kurunadu,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16248,Geeya Geeya,2006,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16249,Bhakti,2017,,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
16250,Rajendrudru Gajendrudru,1993,152 min,7.2,157,comedy drama,telugu,1990_2000,comedy drama telugu 1990_2000
16251,Paan Singh Tomar,2012,135 min,8.2,33611,action biography crime,hindi,after_2000,action biography crime hindi after_2000
16252,Male Billu,2019,133 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16253,Baki Itihas (The Unfinished Manuscript),2019,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16254,Suguna Sundari Katha,1970,122 min,6.4,0,fantasy,telugu,before_1980,fantasy telugu before_1980
16255,Baahubali: The Beginning,2015,159 min,8.0,104399,action drama,telugu,after_2000,action drama telugu after_2000
16256,Puthumughangal Thevai,2012,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16257,My Friend Ganesha 3,2010,,4.3,44,animation action comedy,hindi,after_2000,animation action comedy hindi after_2000
16258,Signature Move,2017,80 min,5.6,452,comedy drama romance,urdu,after_2000,comedy drama romance urdu after_2000
16259,Kaly,2018,163 min,5.3,107,drama,malayalam,after_2000,drama malayalam after_2000
16260,Shaukeen Kaminay,2016,125 min,6.1,30,comedy drama,hindi,after_2000,comedy drama hindi after_2000
16261,Sathriyan,2017,156 min,4.7,140,action,tamil,after_2000,action tamil after_2000
16262,An Ungodly Tie,2019,135 min,6.4,0,horror,hindi,after_2000,horror hindi after_2000
16263,Dushmani Dee Agg,1990,128 min,6.4,0,action,punjabi,1990_2000,action punjabi 1990_2000
16264,Dheerga Sumangali,1974,,6.4,0,drama,tamil,before_1980,drama tamil before_1980
16265,Alingan,1990,,6.4,0,drama,bengali,1990_2000,drama bengali 1990_2000
16266,Nadhi Karaiyinile,2003,104 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16267,Majnu,2016,138 min,6.5,843,comedy drama romance,tamil,after_2000,comedy drama romance tamil after_2000
16268,Badshah,1975,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16269,Namaste England,2018,141 min,2.3,2541,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16270,Sub Ke Baap,1994,,6.4,0,action,urdu,1990_2000,action urdu 1990_2000
16271,Aei Maatite (On This Land),2017,140 min,6.4,0,drama,assamese,after_2000,drama assamese after_2000
16272,Dillagi,1949,,7.1,12,drama family,hindi,before_1980,drama family hindi before_1980
16273,A Day in the City,2014,125 min,6.4,0,thriller,kannada,after_2000,thriller kannada after_2000
16274,Aahaa Ethanai Azhagu,2003,140 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16275,Shapath,1984,128 min,4.3,11,action,hindi,1980_1990,action hindi 1980_1990
16276,Kadhal Vaganam,1968,167 min,6.7,13,drama,tamil,before_1980,drama tamil before_1980
16277,Natsamrat,2018,130 min,8.6,82,drama,gujarati,after_2000,drama gujarati after_2000
16278,Adhisayappiravigal,1982,135 min,6.4,0,drama,tamil,1980_1990,drama tamil 1980_1990
16279,Qafir Jawaani,1989,,6.4,0,thriller,hindi,1980_1990,thriller hindi 1980_1990
16280,Kadhal Kaditham,2008,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16281,Mere Desh Ki Dharti,2021,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16282,Sarvagna Mattomme Hutti Baa,2014,,6.4,0,history,kannada,after_2000,history kannada after_2000
16283,Devi Phullara,1938,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16284,Mrugjal... Ek Naslela Astitva,2000,,6.2,16,drama sci-fi thriller,marathi,after_2000,drama sci-fi thriller marathi after_2000
16285,Chalu Navra Bholi Baiko,2002,,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
16286,Kaala Mandir,2000,,6.4,0,horror,hindi,after_2000,horror hindi after_2000
16287,Uyare,2019,125 min,8.0,2713,drama,malayalam,after_2000,drama malayalam after_2000
16288,Apne Paraye,1980,123 min,6.8,160,drama family comedy,hindi,1980_1990,drama family comedy hindi 1980_1990
16289,Lift Man,2016,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16290,Nyayam Kavali,1981,131 min,6.5,35,drama romance,telugu,1980_1990,drama romance telugu 1980_1990
16291,Suri Gang,2013,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16292,Mylari,2010,,6.1,36,action drama,kannada,after_2000,action drama kannada after_2000
16293,Illa,2017,114 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16294,Chopsticks,2019,100 min,6.5,4179,comedy drama,hindi,after_2000,comedy drama hindi after_2000
16295,Utharam,2019,18 min,6.4,0,short thriller,malayalam,after_2000,short thriller malayalam after_2000
16296,2016 the End,2017,130 min,6.0,90,comedy,hindi,after_2000,comedy hindi after_2000
16297,Jawani Zindabad,1990,163 min,5.7,649,drama romance,hindi,1990_2000,drama romance hindi 1990_2000
16298,Nayaner Alo,1998,144 min,6.4,0,romance,bengali,1990_2000,romance bengali 1990_2000
16299,Tusi,1978,102 min,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16300,Snake & Ladder,2012,,6.4,0,drama thriller,malayalam,after_2000,drama thriller malayalam after_2000
16301,Jyotishi,1955,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16302,Chanakyatanthram,2018,130 min,5.4,398,crime mystery thriller,malayalam,after_2000,crime mystery thriller malayalam after_2000
16303,Ivar,2003,,4.7,60,crime drama thriller,malayalam,after_2000,crime drama thriller malayalam after_2000
16304,Force,2011,137 min,6.4,7167,action crime drama,punjabi,after_2000,action crime drama punjabi after_2000
16305,Sachaai,1969,160 min,7.3,59,drama comedy action,hindi,before_1980,drama comedy action hindi before_1980
16306,Mahal,1970,147 min,6.7,109,crime mystery romance,hindi,before_1980,crime mystery romance hindi before_1980
16307,Arivumani,2004,145 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16308,Bidrohini,2020,,6.4,0,action drama,bengali,after_2000,action drama bengali after_2000
16309,Anweshan,1984,118 min,6.4,0,drama,bengali,1980_1990,drama bengali 1980_1990
16310,Verdade Passageira,2015,25 min,6.4,0,documentary short drama,nepali,after_2000,documentary short drama nepali after_2000
16311,Preethi Prema Pranaya,2003,,6.0,9,drama romance,kannada,after_2000,drama romance kannada after_2000
16312,Shedin Dekha Hoyechilo,2010,160 min,5.2,289,drama romance,bengali,after_2000,drama romance bengali after_2000
16313,Paani Ch Madhaani,2021,,6.4,0,comedy,punjabi,after_2000,comedy punjabi after_2000
16314,London Calling,2009,90 min,3.8,8,action drama fantasy,hindi,after_2000,action drama fantasy hindi after_2000
16315,Mirage The Last Men,2018,,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
16316,Sathyavan Savithri,2007,137 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16317,Disco Sannya,2016,,6.7,14,comedy,marathi,after_2000,comedy marathi after_2000
16318,NCR: Chapter One,2021,65 min,9.1,14,crime,hindi,after_2000,crime hindi after_2000
16319,Rendilla poojari,1993,128 min,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
16320,Insaan,1952,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16321,Manyaa the Wonder Boy,2011,132 min,7.0,10,family musical sport,marathi,after_2000,family musical sport marathi after_2000
16322,Hawalaat,1987,,5.9,42,action crime drama,hindi,1980_1990,action crime drama hindi 1980_1990
16323,Sunehre Qadam,1966,,6.4,0,romance,hindi,before_1980,romance hindi before_1980
16324,Haani,2013,138 min,7.1,127,family romance,punjabi,after_2000,family romance punjabi after_2000
16325,Kahan Kahan Se Guzar Gaya,1981,,5.3,11,drama,hindi,1980_1990,drama hindi 1980_1990
16326,Shuddh Desi Romance,2013,141 min,5.8,8064,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16327,Mujhse Fraaandship Karoge,2011,106 min,6.9,3849,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16328,Adhurs,2010,150 min,6.7,2351,action comedy thriller,tamil,after_2000,action comedy thriller tamil after_2000
16329,Honeymoon,1973,128 min,6.5,33,comedy drama family,hindi,before_1980,comedy drama family hindi before_1980
16330,Narayana,2020,,6.4,0,biography,hindi,after_2000,biography hindi after_2000
16331,Sarvvekallu,2020,,6.4,0,short comedy,malayalam,after_2000,short comedy malayalam after_2000
16332,Tum Jo Mile,2010,125 min,6.4,0,romance,hindi,after_2000,romance hindi after_2000
16333,Priyamyna Neeku...,2001,158 min,6.7,71,drama romance,telugu,after_2000,drama romance telugu after_2000
16334,Ziddi,1997,170 min,5.8,1536,action drama,hindi,1990_2000,action drama hindi 1990_2000
16335,Prem Bandhan,1979,,6.6,36,adventure drama romance,hindi,before_1980,adventure drama romance hindi before_1980
16336,Sanju,2018,155 min,7.7,48211,biography comedy drama,hindi,after_2000,biography comedy drama hindi after_2000
16337,Suruwaat: Euta Naya Jiwan,2012,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
16338,Humraaz,2002,173 min,6.4,3148,action musical romance,hindi,after_2000,action musical romance hindi after_2000
16339,Geetha,2019,148 min,6.1,129,drama romance,kannada,after_2000,drama romance kannada after_2000
16340,Le Halua Le,2012,125 min,5.4,191,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16341,Boxer,1965,136 min,7.5,13,drama,hindi,before_1980,drama hindi before_1980
16342,Mr. India,1961,179 min,6.8,32,comedy crime drama,gujarati,before_1980,comedy crime drama gujarati before_1980
16343,Panjumittai,2018,140 min,4.6,38,comedy fantasy,tamil,after_2000,comedy fantasy tamil after_2000
16344,Humein Tumse Pyar Ho Gaya Chupke Chupke,2003,135 min,2.6,7,drama,hindi,after_2000,drama hindi after_2000
16345,Manchivadu,2011,,6.4,0,family,telugu,after_2000,family telugu after_2000
16346,Acharya,2021,136 min,6.4,0,action drama,telugu,after_2000,action drama telugu after_2000
16347,Aamras: The Sweet Taste of Friendship,2009,,5.8,60,drama,hindi,after_2000,drama hindi after_2000
16348,Muthal Maanavan,2014,135 min,5.4,12,drama,tamil,after_2000,drama tamil after_2000
16349,Azad,1940,140 min,7.1,11,drama,hindi,before_1980,drama hindi before_1980
16350,Madine Ki Galian,1981,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
16351,Redalf Nepotic Anthem,2020,,6.4,0,short musical,malayalam,after_2000,short musical malayalam after_2000
16352,Nanilde Nee Irtheeya,2016,140 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16353,Daku Ramkali,2000,134 min,5.3,15,adventure drama musical,hindi,after_2000,adventure drama musical hindi after_2000
16354,Arjan,2017,149 min,6.4,100,comedy drama family,punjabi,after_2000,comedy drama family punjabi after_2000
16355,Chacvatha,1984,,6.4,0,drama,marathi,1980_1990,drama marathi 1980_1990
16356,Flat No. 9,1961,,6.4,0,action,hindi,before_1980,action hindi before_1980
16357,Veeru,2006,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16358,Dash Mash Dash Diner Galpo,2019,114 min,5.7,9,drama,bengali,after_2000,drama bengali after_2000
16359,IPC Section 300,2009,136 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16360,Chorabali.... the game of hunting,2016,110 min,6.0,5,crime thriller,bengali,after_2000,crime thriller bengali after_2000
16361,Devalayam,1985,,7.8,11,drama,telugu,1980_1990,drama telugu 1980_1990
16362,Nombarathi Poovu,1987,140 min,7.7,67,drama,malayalam,1980_1990,drama malayalam 1980_1990
16363,Do Phool,1974,140 min,6.8,58,action comedy drama,hindi,before_1980,action comedy drama hindi before_1980
16364,Hiwde Su Door Mat Ja,2008,,6.4,0,drama,rajastani,after_2000,drama rajastani after_2000
16365,Arzoo,1950,128 min,7.0,49,musical romance,hindi,before_1980,musical romance hindi before_1980
16366,Galiyon Ka Badshah,2001,,6.1,8,action thriller,hindi,after_2000,action thriller hindi after_2000
16367,Maa inti maharaju,1988,121 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
16368,Prabhat,1941,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16369,Mere Do Anmol Ratan,1998,161 min,5.1,44,drama,hindi,1990_2000,drama hindi 1990_2000
16370,Dharasnan,2018,143 min,5.3,23,drama,bengali,after_2000,drama bengali after_2000
16371,Kaatrin Mozhi,2018,148 min,7.4,607,comedy drama,tamil,after_2000,comedy drama tamil after_2000
16372,Saqi,1952,,6.7,13,fantasy romance,hindi,before_1980,fantasy romance hindi before_1980
16373,Stray Dolls,2019,97 min,4.8,362,crime thriller,nepali,after_2000,crime thriller nepali after_2000
16374,Akam Porul,2012,,6.4,0,documentary short drama,malayalam,after_2000,documentary short drama malayalam after_2000
16375,Dushmani: A Violent Love Story,1995,156 min,4.9,204,action drama romance,urdu,1990_2000,action drama romance urdu 1990_2000
16376,Mumbai Saga,2021,135 min,5.5,5258,action crime,hindi,after_2000,action crime hindi after_2000
16377,Albeli,1955,,6.4,0,comedy romance,hindi,before_1980,comedy romance hindi before_1980
16378,Gorakhnath,1940,121 min,6.4,0,drama fantasy,marathi,before_1980,drama fantasy marathi before_1980
16379,Swayamvaram,1982,120 min,7.6,19,drama romance,telugu,1980_1990,drama romance telugu 1980_1990
16380,Sea of Lost Time,2019,45 min,6.4,0,fantasy,hindi,after_2000,fantasy hindi after_2000
16381,Vondo Ojha,2006,,8.4,8,action drama romance,bengali,after_2000,action drama romance bengali after_2000
16382,Agra,2007,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16383,Mohanayok,1985,,8.3,32,drama,bengali,1980_1990,drama bengali 1980_1990
16384,Oka Radha Iddaru Krishnula Pelli,2003,,5.4,20,comedy,telugu,after_2000,comedy telugu after_2000
16385,Beder Meye Josna,1991,122 min,6.3,62,fantasy,bengali,1990_2000,fantasy bengali 1990_2000
16386,Antha Mana Manchike,2000,,6.4,0,comedy,telugu,after_2000,comedy telugu after_2000
16387,Boxer,1992,,6.4,0,action,urdu,1990_2000,action urdu 1990_2000
16388,Time,2007,125 min,4.2,134,action crime thriller,malayalam,after_2000,action crime thriller malayalam after_2000
16389,Thottal Poo Malarum,2007,146 min,4.8,42,action romance,tamil,after_2000,action romance tamil after_2000
16390,Daivat,1982,,6.4,0,family,marathi,1980_1990,family marathi 1980_1990
16391,Jessie,2019,106 min,6.9,381,horror thriller,telugu,after_2000,horror thriller telugu after_2000
16392,Be Eke Be,2018,102 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
16393,Mastizaade,2016,119 min,2.4,2581,comedy,hindi,after_2000,comedy hindi after_2000
16394,Andheri Raat Mein Diya Tere Haath Mein,1986,129 min,6.9,55,comedy drama,hindi,1980_1990,comedy drama hindi 1980_1990
16395,Bhojpuria Bhaiya,2008,,6.4,0,action,bhojpuri,after_2000,action bhojpuri after_2000
16396,Kahin Pyaar Na Ho Jaaye,1963,120 min,7.5,24,comedy,hindi,before_1980,comedy hindi before_1980
16397,Prema Mayam,1985,145 min,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
16398,Synagogueinte Naatil,2011,20 min,6.4,0,documentary short,malayalam,after_2000,documentary short malayalam after_2000
16399,Thinking of Him,2018,,7.3,15,drama,bengali,after_2000,drama bengali after_2000
16400,Vinayapoorvam Vidyadharan,2000,127 min,4.1,7,drama,malayalam,after_2000,drama malayalam after_2000
16401,Hum Kisise Kum Naheen,1977,169 min,7.2,472,action comedy drama,oriya,before_1980,action comedy drama oriya before_1980
16402,Ordinary,2012,150 min,6.6,772,comedy drama musical,malayalam,after_2000,comedy drama musical malayalam after_2000
16403,Pahadi Moina,2010,,6.4,0,drama romance,bengali,after_2000,drama romance bengali after_2000
16404,Anurakthi,2017,83 min,6.4,0,drama,sanskrit,after_2000,drama sanskrit after_2000
16405,Pratham Pratishruty,1971,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16406,Aval Kathirunnu Avanum,1986,,6.9,9,drama,malayalam,1980_1990,drama malayalam 1980_1990
16407,God and Gun,1995,,5.2,26,drama,hindi,1990_2000,drama hindi 1990_2000
16408,Bakaal,2019,,6.4,0,action drama,marathi,after_2000,action drama marathi after_2000
16409,Daddy Cool Munde Fool 2,2020,,6.4,0,drama,punjabi,after_2000,drama punjabi after_2000
16410,Swathi,1997,,6.4,0,romance,hindi,1990_2000,romance hindi 1990_2000
16411,Golap Bou,1977,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16412,Divya Drishti,2002,120 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16413,Porukkies,2018,,6.4,0,comedy,tamil,after_2000,comedy tamil after_2000
16414,Dhanalakshmi I Love You,2002,,6.6,27,comedy,telugu,after_2000,comedy telugu after_2000
